policy_entropy,time_elapsed,value_loss,approxkl,clipfrac,explained_variance,serial_timesteps,policy_loss,ep_reward_mean,ep_len_mean,fps,total_timesteps,n_updates
5.1697006,2.384185791015625e-06,10.980848,0.003365976,0.031640626,0.9451140686869621,2048,-0.00038499964,161.396018,314.0,315,2048,1
5.1758623,6.487309455871582,20.764332,0.002579627,0.025146484,0.8938549906015396,4096,-0.0011575671,1012.8117844999999,1181.5,344,4096,2
5.177642,12.43016505241394,20.71082,0.002621851,0.023486327,0.8482965677976608,6144,-0.0012934748,1246.2825253333333,1470.6666666666667,334,6144,3
5.185578,18.544994354248047,20.885744,0.0069526224,0.08706055,0.8543246686458588,8192,-0.007865404,1386.57848425,1615.25,340,8192,4
5.1956215,24.55981755256653,27.956257,0.0031319552,0.034228515,0.8793921768665314,10240,-0.002146953,1260.0721624999999,1483.3333333333333,361,10240,5
5.20046,30.22385311126709,22.625595,0.0021629746,0.02265625,0.8968396708369255,12288,-0.0016898181,1237.1700216250001,1467.5,373,12288,6
5.201481,35.70212268829346,20.85469,0.0023797986,0.024316406,0.8387661427259445,14336,-0.0028248609,1286.1339462222224,1532.111111111111,336,14336,7
5.2071595,41.787433385849,14.560663,0.005532787,0.06743164,0.8312682658433914,16384,-0.006392222,1287.5798204000002,1583.8,362,16384,8
5.2067285,47.43223261833191,19.89487,0.0052834027,0.06323242,0.7837563753128052,18432,-0.0020554145,1342.4738253636367,1626.090909090909,342,18432,9
5.225277,53.41183376312256,20.068676,0.006256628,0.07050781,0.8445725589990616,20480,-0.005162319,1388.2778023333337,1661.3333333333333,342,20480,10
5.2460895,59.39674162864685,20.669544,0.0020961044,0.018701172,0.85428087413311,22528,-0.0011846384,1410.7537130000003,1691.1538461538462,332,22528,11
5.2472467,65.55750727653503,31.39513,0.0023255215,0.019482423,0.8529810756444931,24576,-0.0034828174,1356.2819676666668,1633.9333333333334,313,24576,12
5.2550664,72.09331703186035,9.760595,0.0029314961,0.036083985,0.9082228094339371,26624,-0.0049053268,1278.801616625,1550.375,373,26624,13
5.2523565,77.58411908149719,20.121794,0.0042648497,0.050927736,0.8428463190793991,28672,-0.0021538676,1288.6822491764706,1579.7058823529412,349,28672,14
5.253354,83.45081448554993,20.014215,0.0033018857,0.03769531,0.8585605919361115,30720,-0.0018930634,1314.6294882777777,1605.7777777777778,336,30720,15
5.2720327,89.53111791610718,32.47773,0.0024928418,0.027978515,0.879098691046238,32768,-0.0032018789,1232.374889095238,1513.7142857142858,383,32768,16
5.2830048,94.86873936653137,19.716047,0.004119334,0.04951172,0.8718134164810181,34816,-0.0040261312,1262.0380584545453,1538.0454545454545,354,34816,17
5.2775955,100.6537721157074,9.560534,0.0059090964,0.06728516,0.7352842390537262,36864,-0.003570636,1264.3037099565217,1560.2608695652175,385,36864,18
5.273844,105.96033954620361,21.061262,0.0025815452,0.028271485,0.7120328545570374,38912,-0.0025934237,1267.7908099583335,1580.625,381,38912,19
5.2767916,111.33345818519592,14.4260025,0.0028778212,0.029492188,0.8773791640996933,40960,-0.0003289471,1268.0622881600002,1599.36,373,40960,20
5.283712,116.81043314933777,19.138035,0.0046039512,0.051708985,0.8236944377422333,43008,-0.0033515512,1290.2205526923078,1616.6538461538462,340,43008,21
5.281176,122.82326889038086,19.443665,0.003319706,0.036816407,0.8826351091265678,45056,-0.0029511224,1310.5059235555557,1632.6666666666667,349,45056,22
5.289695,128.68699645996094,28.95692,0.0030412846,0.033496093,0.8689489513635635,47104,-0.0024643147,1287.514695310345,1608.5862068965516,351,47104,23
5.2992716,134.51847100257874,19.510286,0.0035447266,0.03793945,0.8709924668073654,49152,-0.002855029,1301.202257266667,1623.2666666666667,373,49152,24
5.3219867,139.99866795539856,20.189983,0.005169439,0.05444336,0.9228637889027596,51200,-0.005883082,1169.5419532647059,1478.4411764705883,362,51200,25
5.3405867,145.66599678993225,19.379787,0.0044943946,0.052441407,0.8758547008037567,53248,-0.0038117194,1186.3247582285715,1494.7428571428572,347,53248,26
5.3394437,151.55492639541626,26.766357,0.003317767,0.041796874,0.8774373456835747,55296,-0.004221595,1176.2592414324324,1490.2162162162163,368,55296,27
5.346216,157.11306071281433,4.7129626,0.0040933653,0.038720705,0.9761257097125053,57344,-0.006767304,1147.8740354210527,1457.7368421052631,371,57344,28
5.3578672,162.63324213027954,38.36677,0.0014253485,0.013916016,0.690037190914154,59392,-0.0020433473,1100.9148128809522,1412.5238095238096,393,59392,29
5.374946,167.8435091972351,19.45068,0.00547088,0.06943359,0.8679343312978745,61440,-0.0049870266,1116.466635372093,1427.3255813953488,346,61440,30
5.3828635,173.76113533973694,18.880428,0.0034677684,0.033935547,0.9445260390639305,63488,-0.0045025283,1030.8369419148935,1329.2340425531916,390,63488,31
5.3771253,179.0104193687439,35.74946,0.0012054722,0.007519531,0.8938505724072456,65536,-0.0014554542,1010.1724152800001,1301.96,350,65536,32
5.3689384,184.86126375198364,18.487663,0.0019367818,0.02055664,0.8638230860233307,67584,-0.002927016,957.9083850185187,1247.5,392,67584,33
5.3670692,190.07878947257996,19.525,0.006456948,0.08730469,0.8866210356354713,69632,-0.00416255,972.5504968363638,1262.0727272727272,340,69632,34
5.3698664,196.0862956047058,20.705011,0.0035930849,0.042871095,0.8883165419101715,71680,-0.0024943775,985.4156001428572,1276.125,336,71680,35
5.367346,202.16927003860474,20.729696,0.0025570665,0.027392577,0.7876391261816025,73728,-0.0038806163,992.5527342982457,1289.6842105263158,336,73728,36
5.3487678,208.25691103935242,16.959705,0.0037036338,0.038769532,0.8883054405450821,75776,-0.0063433736,1005.4592679310346,1302.7758620689656,352,75776,37
5.327651,214.0633189678192,18.444958,0.0038015894,0.043115236,0.8626678287982941,77824,-0.0027615924,1018.0692719491525,1315.4237288135594,343,77824,38
5.319085,220.0229456424713,4.731673,0.00649753,0.08598633,0.9693184457719326,79872,-0.0062681236,1027.7465434833334,1326.85,365,79872,39
5.316923,225.6293704509735,19.983747,0.0028604975,0.03359375,0.8868727087974548,81920,-0.00095122017,1039.4430301147543,1338.688524590164,342,81920,40
5.3222685,231.61282801628113,19.69524,0.0042337663,0.052490234,0.8741888254880905,83968,-0.0027374637,1050.4292185806453,1350.1451612903227,352,83968,41
5.3290544,237.42842316627502,7.9133697,0.0027564676,0.027050782,0.9487289451062679,86016,-0.0052673975,1039.6319498730159,1339.3174603174602,376,86016,42
5.3407607,242.86949634552002,21.265062,0.002870543,0.03276367,0.8743401020765305,88064,-0.0021045948,1049.020283453125,1350.40625,356,88064,43
5.3417883,248.62123322486877,19.728731,0.0056266,0.069970705,0.8425174355506897,90112,-0.0035572618,1057.5279540307693,1361.1538461538462,347,90112,44
5.3369837,254.52243971824646,21.321297,0.0028755867,0.030761719,0.8106998950242996,92160,-0.0034733329,1068.7259129242423,1371.5757575757575,369,92160,45
5.3319407,260.07062244415283,13.49297,0.002512419,0.025195312,0.8984494283795357,94208,-0.0033481836,1072.578577686567,1381.686567164179,349,94208,46
5.3267717,265.9300856590271,30.73859,0.00543755,0.059179686,0.8967948630452156,96256,-0.00589827,1055.5190584571428,1360.0285714285715,360,96256,47
5.324957,271.61437225341797,20.672995,0.0022278558,0.018847656,0.8531674295663834,98304,-0.0020380935,1066.3638557183097,1369.7323943661972,359,98304,48
5.324482,277.3132312297821,24.980968,0.0046291165,0.059667967,0.9041261821985245,100352,-0.004570615,1062.128826123288,1364.3150684931506,366,100352,49
5.324371,282.89545822143555,22.781467,0.0028685457,0.025488282,0.9226623624563217,102400,-0.002743281,1060.4493363333336,1360.08,369,102400,50
5.3089886,288.44224548339844,20.254152,0.003980474,0.051757812,0.880540169775486,104448,-0.0031963761,1068.1150884736846,1369.1447368421052,367,104448,51
5.299305,294.0103929042816,9.575725,0.0025051665,0.025292968,0.9610749036073685,106496,-0.0045524435,1046.8876602179491,1345.9615384615386,370,106496,52
5.30586,299.535715341568,24.521084,0.002230221,0.021386718,0.8917291462421417,108544,-0.0021956824,1049.0620786125,1347.45,368,108544,53
5.3164153,305.09452843666077,23.677448,0.004016119,0.039111327,0.9066713750362396,110592,-0.003819631,1047.2578319878048,1344.7682926829268,346,110592,54
5.3231764,311.01307916641235,6.1972113,0.0029831952,0.032910157,0.9667692705988884,112640,-0.0041973502,1038.4885937710844,1335.0240963855422,345,112640,55
5.3065395,316.9381175041199,20.23987,0.005126346,0.060009766,0.8940050527453423,114688,-0.0043329373,1046.5083424880952,1343.5238095238096,325,114688,56
5.287148,323.2327890396118,20.114605,0.0037345416,0.03696289,0.8565215319395065,116736,-0.0015687204,1055.0437352470587,1351.8235294117646,341,116736,57
5.2834864,329.23607563972473,20.032694,0.0021569103,0.019091796,0.8523093909025192,118784,-0.0016692845,1064.2115464534882,1359.9302325581396,338,118784,58
5.274068,335.2823836803436,20.050575,0.0041015763,0.039355468,0.879890002310276,120832,-0.0024853912,1072.3501420459768,1367.8505747126437,347,120832,59
5.2607584,341.17665004730225,20.096153,0.0054065287,0.06171875,0.871564045548439,122880,-0.004743125,1080.4024756363638,1375.590909090909,350,122880,60
5.269689,347.0220868587494,20.07702,0.0080544185,0.107861325,0.8896638602018356,124928,-0.005098334,1088.5768914382024,1383.1573033707866,355,124928,61
5.2610855,352.7772800922394,20.266094,0.003838649,0.046142578,0.8822690397500992,126976,-0.0010744749,1095.4767625222225,1390.5555555555557,349,126976,62
5.247141,358.6324532032013,20.025059,0.0037700892,0.039355468,0.8787863105535507,129024,-0.0007520786,1103.1689892197805,1397.7912087912089,338,129024,63
5.2457294,364.68365263938904,20.863438,0.0044246623,0.055859376,0.8606116473674774,131072,-0.004631416,1110.5884273043482,1404.8695652173913,329,131072,64
5.2430277,370.9001557826996,20.690508,0.0033668596,0.038720705,0.893970400094986,133120,-0.0032989918,1117.589780322581,1411.7956989247311,352,133120,65
5.228515,376.713255405426,27.228643,0.0021596202,0.019824218,0.7914739400148392,135168,-0.0032685343,1113.8806309157897,1410.1473684210525,382,135168,66
5.2161436,382.06561613082886,20.518503,0.0031735965,0.03046875,0.8648190200328827,137216,-0.003754226,1117.9488733125002,1416.8020833333333,361,137216,67
5.2207823,387.7302861213684,20.306156,0.0024815553,0.025634766,0.9019745737314224,139264,-0.0014151055,1124.9526594329898,1423.319587628866,378,139264,68
5.232842,393.1379203796387,19.281765,0.003172166,0.035205077,0.853553831577301,141312,-0.0011445911,1129.849219479592,1429.704081632653,353,141312,69
5.2292304,398.9392774105072,20.05723,0.0067283125,0.0871582,0.8748512417078018,143360,-0.0036575075,1136.510925878788,1435.959595959596,363,143360,70
5.225514,404.57486748695374,19.784323,0.0062420676,0.057763673,0.8552484810352325,145408,-0.003537384,1142.93042772,1442.09,396,145408,71
5.2208185,409.7429909706116,11.067552,0.0025111614,0.024951171,0.875085823237896,147456,-0.0024740803,1154.81246719,1459.44,377,147456,72
5.2167363,415.17460584640503,19.737759,0.0042173667,0.052734375,0.8061351031064987,149504,-0.0013123392,1152.12808622,1459.44,340,149504,73
5.2085648,421.18313121795654,29.247995,0.004540551,0.053222656,0.8642327040433884,151552,-0.0062011476,1138.49763938,1443.85,357,151552,74
5.208134,426.90574955940247,4.6454144,0.005364988,0.06225586,0.9608092866837978,153600,-0.005038026,1133.08493952,1440.41,341,153600,75
5.1961393,432.89705061912537,20.067148,0.006831133,0.090625,0.8508124053478241,155648,-0.006043394,1149.4387467899999,1457.0,340,155648,76
5.1949835,438.9188928604126,32.200157,0.010949703,0.14052734,0.8917319104075432,157696,-0.010365471,1115.18845099,1410.21,341,157696,77
5.199138,444.9120297431946,19.81429,0.0025560507,0.028027344,0.8954280093312263,159744,-0.0009497244,1114.0054282600001,1410.21,322,159744,78
5.1963053,451.2699966430664,17.743753,0.0038688525,0.043359376,0.9074617028236389,161792,-0.0024676926,1099.15916522,1396.41,325,161792,79
5.1849384,457.5711154937744,7.999987,0.0063747056,0.08232422,0.9472682848572731,163840,-0.008457386,1097.109096,1394.26,323,163840,80
5.1857886,463.8936376571655,12.447656,0.005037182,0.054882813,0.9366018623113632,165888,-0.0072965943,1103.1755557700003,1402.23,373,165888,81
5.190914,469.3746302127838,19.616491,0.0027501737,0.026806641,0.8548724353313446,167936,-0.0023494454,1106.9447052400003,1402.23,343,167936,82
5.182949,475.337406873703,24.654623,0.0035987545,0.033203125,0.8934497907757759,169984,-0.0017439338,1092.99541606,1389.01,349,169984,83
5.1721587,481.2015106678009,19.599857,0.0045504896,0.056005858,0.8625701367855072,172032,-0.0015172833,1107.86461953,1404.17,337,172032,84
5.165124,487.27838110923767,20.587446,0.0033446376,0.03691406,0.8422130793333054,174080,-0.0022779685,1124.29767046,1421.64,273,174080,85
5.1698084,494.7595229148865,20.547913,0.004807213,0.059814453,0.849401518702507,176128,-0.0034252112,1123.14481606,1421.64,321,176128,86
5.185095,501.12626814842224,20.017178,0.00397928,0.048583984,0.8332121223211288,178176,-0.0020211788,1127.68626899,1421.64,353,178176,87
5.19378,506.91550517082214,19.77818,0.0031967412,0.033935547,0.8611475229263306,180224,-0.0011506006,1131.33113675,1421.64,322,180224,88
5.186364,513.2576978206635,21.724176,0.0020592469,0.022265624,0.7601632475852966,182272,-0.0024475707,1132.30130216,1421.64,351,182272,89
5.1842866,519.0841495990753,19.672215,0.0045961593,0.05595703,0.8421210944652557,184320,-0.0009928751,1132.3063329400002,1421.64,338,184320,90
5.1872473,525.1341190338135,7.864442,0.0016947163,0.014355469,0.9551895894110203,186368,-0.0012400296,1119.7139161700002,1411.06,367,186368,91
5.1950116,530.7022743225098,19.768702,0.0032686763,0.035009764,0.8600603193044662,188416,-0.0016440086,1121.11726531,1411.06,349,188416,92
5.203644,536.5583522319794,20.019657,0.0025862094,0.02709961,0.8596082180738449,190464,-0.0013055488,1136.6893946,1426.37,369,190464,93
5.1985483,542.1061618328094,20.24402,0.0031094258,0.030371094,0.8692125529050827,192512,-0.0023092623,1133.79380357,1426.37,367,192512,94
5.191607,547.6758229732513,19.404924,0.0038999934,0.048193358,0.8652499169111252,194560,-0.0019647046,1147.6099177299998,1439.71,354,194560,95
5.196264,553.451220035553,19.523357,0.002393493,0.024316406,0.8706248253583908,196608,-0.00227888,1163.9639885099998,1457.32,367,196608,96
5.196546,559.017297744751,25.861095,0.0022546593,0.02109375,0.8833189830183983,198656,-0.00345761,1182.39712462,1478.38,368,198656,97
5.1924353,564.5804493427277,19.559336,0.0050353785,0.06333008,0.8737416118383408,200704,-0.0032514087,1182.8091640600003,1478.38,312,200704,98
5.2022514,571.130161523819,19.367826,0.0035406277,0.039355468,0.8707491606473923,202752,-0.0021244409,1184.71681319,1478.38,315,202752,99
5.2126837,577.6164655685425,19.487745,0.007199771,0.09125976,0.8674311935901642,204800,-0.0033910845,1197.8401787300002,1491.14,306,204800,100
5.231984,584.297112941742,20.170155,0.0032072533,0.037353516,0.844717800617218,206848,-0.0037418779,1214.6740694,1509.07,315,206848,101
5.2340384,590.7965881824493,8.531954,0.004490014,0.045898438,0.9518162086606026,208896,-0.00325584,1207.03641453,1500.79,364,208896,102
5.2238836,596.4095404148102,20.198555,0.0032097306,0.03237305,0.864722341299057,210944,-0.00013005776,1220.35648982,1513.95,343,210944,103
5.228403,602.3780155181885,19.934855,0.004483373,0.053808592,0.8433321267366409,212992,-0.0024786494,1236.8350220900002,1531.78,308,212992,104
5.225371,609.008159160614,19.969059,0.0037227576,0.040527344,0.8655575513839722,215040,-0.002691832,1250.4885168500002,1543.43,355,215040,105
5.2110133,614.7773971557617,20.507412,0.0039348328,0.03745117,0.8596229255199432,217088,-0.0021816604,1250.9581183700002,1543.43,363,217088,106
5.207074,620.4066517353058,19.500374,0.0049474267,0.06430664,0.8991166725754738,219136,-0.00437052,1267.32836691,1561.29,354,219136,107
5.221013,626.1786425113678,19.731728,0.005274636,0.051074218,0.823683425784111,221184,-0.0025404515,1283.3015722,1578.93,363,221184,108
5.2337546,631.8121864795685,10.170193,0.0022356347,0.02211914,0.9339101612567902,223232,-0.0024392141,1295.54165655,1596.96,327,223232,109
5.236596,638.0743925571442,20.326752,0.0027249358,0.027539063,0.7940042614936829,225280,-0.0007804766,1312.55049967,1614.4,327,225280,110
5.241124,644.3204157352448,20.798922,0.0055025667,0.062207032,0.8309125751256943,227328,-0.0054228967,1313.2516259,1614.4,384,227328,111
5.241581,649.6461796760559,20.718208,0.0017161233,0.016210938,0.860272541642189,229376,-0.0020145942,1326.28927123,1631.91,369,229376,112
5.2356033,655.1933534145355,20.053394,0.002032884,0.016601562,0.854216456413269,231424,-0.0016754083,1342.4915894000003,1649.63,352,231424,113
5.23216,661.0088541507721,24.95264,0.003023408,0.031933594,0.884160041809082,233472,-0.0042584785,1359.2837091300005,1665.99,377,233472,114
5.23228,666.4375064373016,20.835182,0.0019424992,0.019091796,0.8603601157665253,235520,-0.0011099142,1375.3894367700004,1682.42,363,235520,115
5.2315507,672.0673749446869,20.550137,0.0022415528,0.021777343,0.8399102687835693,237568,-0.0042855646,1384.8090221500001,1693.22,381,237568,116
5.2413864,677.4411327838898,20.819473,0.005454025,0.07192383,0.868643045425415,239616,-0.0051515745,1384.9450578899998,1693.22,369,239616,117
5.2568226,682.9850978851318,7.530385,0.0020582583,0.02241211,0.9458452463150024,241664,-0.004080466,1374.07881464,1683.08,372,241664,118
5.2573705,688.4876801967621,19.821224,0.0048613353,0.057861328,0.8410067558288574,243712,-0.0030477666,1376.0939051899998,1683.08,345,243712,119
5.254918,694.4109787940979,20.078434,0.0036585466,0.04375,0.8207010179758072,245760,-0.001222645,1376.8886287299997,1683.08,346,245760,120
5.2576094,700.3204822540283,20.519611,0.00363524,0.039892577,0.8246999830007553,247808,-0.0047734375,1378.2800348,1683.08,370,247808,121
5.267054,705.8485941886902,20.001194,0.0029767728,0.026660156,0.8452692925930023,249856,-0.001928245,1380.1081413099998,1683.56,371,249856,122
5.273055,711.3646881580353,27.750122,0.002602951,0.023828125,0.87624941021204,251904,-0.002475237,1364.9873320899999,1666.47,348,251904,123
5.263466,717.2338538169861,19.886356,0.005597661,0.0725586,0.8591524660587311,253952,-0.0030243774,1379.3834713500003,1680.28,374,253952,124
5.278367,722.6993548870087,38.983288,0.0022385588,0.024267578,0.8158271908760071,256000,-0.0035559894,1354.1672288700001,1651.01,381,256000,125
5.3014555,728.0736746788025,19.755598,0.0020692912,0.020166015,0.8376788944005966,258048,-0.0010853014,1358.8607906700001,1651.01,324,258048,126
5.3221345,734.3924100399017,4.849473,0.0031773727,0.031982422,0.9654592089354992,260096,-0.0045183534,1343.6244977700003,1635.51,379,260096,127
5.323718,739.7868282794952,20.039303,0.0044160066,0.050634764,0.8707553744316101,262144,-0.0037818786,1361.1785834200002,1653.1,366,262144,128
5.324195,745.3814136981964,28.635534,0.002660283,0.029003907,0.8611793667078018,264192,-0.003194871,1360.6371522500003,1653.33,386,264192,129
5.3294625,750.6844160556793,19.982101,0.005298624,0.066503905,0.8643414676189423,266240,-0.0036702678,1360.6890357599998,1653.33,384,266240,130
5.3326344,756.0054109096527,19.713722,0.0033313292,0.03881836,0.8565871119499207,268288,-0.0027017395,1377.49351223,1670.87,420,268288,131
5.33519,760.8732373714447,19.819914,0.004913855,0.060546875,0.7985624521970749,270336,-0.0025803433,1377.0359261299998,1670.87,406,270336,132
5.3387203,765.914529800415,28.759983,0.0027089224,0.030517578,0.8563914895057678,272384,-0.00491041,1382.7040665900004,1675.68,442,272384,133
5.348217,770.5407841205597,19.77058,0.0029123784,0.03173828,0.860696479678154,274432,-0.0014251361,1396.6959824100004,1689.8,417,274432,134
5.347396,775.4459388256073,20.353634,0.0051573827,0.06591797,0.8565901517868042,276480,-0.0016692576,1413.3219439400002,1707.36,412,276480,135
5.354788,780.4123530387878,20.783627,0.0032569305,0.035302736,0.8799290135502815,278528,-0.0031392307,1412.97008643,1707.36,407,278528,136
5.3640776,785.4410746097565,5.891965,0.0012388382,0.009179687,0.9084299057722092,280576,-0.0013640125,1415.3812116200002,1711.33,447,280576,137
5.36076,790.0207834243774,19.54226,0.0042341813,0.049853515,0.8539179861545563,282624,-0.0040906565,1412.13871208,1711.33,409,282624,138
5.3628407,795.0219249725342,19.895357,0.0025388387,0.024804687,0.8596404641866684,284672,-0.002024721,1427.67923588,1727.56,408,284672,139
5.374571,800.0417191982269,35.24909,0.0022251152,0.022265624,0.798005610704422,286720,-0.0050354176,1413.2257536299999,1713.26,441,286720,140
5.3803673,804.6762881278992,11.768948,0.0028694621,0.0234375,0.9489514343440533,288768,-0.0030434425,1395.1278261399996,1696.06,400,288768,141
5.3846407,809.7930853366852,8.272493,0.0020898294,0.02055664,0.9605809710919857,290816,-0.0040740483,1378.4846085199997,1678.42,440,290816,142
5.3925576,814.4381744861603,21.750992,0.0029003846,0.032958984,0.6362584829330444,292864,-0.0025690692,1377.1284310299993,1678.42,433,292864,143
5.390962,819.162002325058,19.319794,0.0028078025,0.03017578,0.8744048476219177,294912,-0.0019571623,1373.7419487099999,1678.42,410,294912,144
5.3902807,824.1565344333649,27.321743,0.0015539029,0.014404297,0.8369249850511551,296960,-0.0015949176,1365.1105473300004,1671.46,458,296960,145
5.3887634,828.6202566623688,10.689587,0.00759408,0.08413086,0.8739189505577087,299008,-0.005725934,1359.9359496800002,1671.46,450,299008,146
5.401607,833.1657423973083,18.020584,0.004582247,0.053857423,0.8688516616821289,301056,-0.004550119,1362.7538387299999,1671.46,417,301056,147
5.4037795,838.0685458183289,20.004622,0.004645317,0.053759765,0.8380843847990036,303104,-0.0037675742,1375.5477719099997,1685.77,430,303104,148
5.3916354,842.8262839317322,19.576748,0.0054156817,0.07055664,0.8465624749660492,305152,-0.003613719,1378.62403652,1685.77,400,305152,149
5.386072,847.9343028068542,19.730986,0.0028147767,0.031542968,0.8523528724908829,307200,-0.0017874312,1378.4986737199997,1685.77,422,307200,150
5.390948,852.7800188064575,19.14393,0.002734681,0.029345702,0.8575240820646286,309248,-0.0021964286,1380.07153073,1685.77,409,309248,151
5.3937583,857.7790851593018,18.276695,0.0022283983,0.024267578,0.9056043326854706,311296,-0.0036231983,1363.7509040200002,1668.68,427,311296,152
5.4049015,862.5658419132233,20.904095,0.0013628739,0.012451172,0.8214393109083176,313344,-0.0016109475,1365.55748953,1668.68,427,313344,153
5.410119,867.3533706665039,19.053476,0.002696917,0.028173828,0.8313793241977692,315392,-0.0012769749,1367.3206639900004,1668.68,416,315392,154
5.4121904,872.26735496521,18.912342,0.0046536,0.05996094,0.8346542119979858,317440,-0.0023312706,1366.76206553,1668.68,407,317440,155
5.4053717,877.2991673946381,19.446156,0.004484023,0.05292969,0.8359047472476959,319488,-0.0028397224,1382.01101376,1684.27,417,319488,156
5.4177437,882.2021789550781,6.366647,0.003596666,0.037597656,0.9564821384847164,321536,-0.004763511,1370.3904980799998,1670.11,410,321536,157
5.4232874,887.1875257492065,19.603657,0.004862509,0.058740236,0.870569258928299,323584,-0.0028840397,1370.7254514499998,1670.11,405,323584,158
5.4126554,892.2381415367126,54.334614,0.0017368778,0.016259765,0.558870255947113,325632,-0.0033579923,1359.5284339700002,1662.24,466,325632,159
