total_timesteps,approxkl,n_updates,ep_len_mean,serial_timesteps,policy_entropy,clipfrac,policy_loss,value_loss,time_elapsed,fps,explained_variance,ep_reward_mean
337920,0.0055395574,165,1707.39,337920,2.4823685,0.07128906,-0.0018859904,19.91746,582.3944771289825,568,0.0283128023147583,1672.77982537
339968,0.0012766586,166,1722.55,339968,2.480783,0.0033691407,-0.00021246183,16.59668,585.9980421066284,575,0.31166183948516846,1687.8655388600005
342016,0.0043692547,167,1739.16,342016,2.4833405,0.052978516,-0.002714924,18.822107,589.5582077503204,557,0.07690155506134033,1704.3123114700002
344064,0.0049849916,168,1752.11,344064,2.4933934,0.059228517,0.00038008965,18.644985,593.23047041893,558,0.12566804885864258,1717.27257403
346112,0.004617136,169,1761.68,346112,2.5008035,0.057861328,-0.0013315687,20.378551,596.8985795974731,573,-0.00823962688446045,1727.04488428
348160,0.004144334,170,1770.33,348160,2.506868,0.04638672,-0.0012743806,20.10023,600.4674863815308,576,0.010602355003356934,1735.88984083
350208,0.005094901,171,1782.87,350208,2.5181987,0.064013675,-0.0040803896,20.2569,604.0223696231842,566,0.0022473931312561035,1748.5992480700004
352256,0.0020972206,172,1793.08,352256,2.5262642,0.017773438,-5.704305e-05,20.257095,607.6368174552917,574,0.0032355189323425293,1759.0659455900002
354304,0.004734534,173,1809.41,354304,2.5223136,0.057275392,-0.0006884234,20.369568,611.2043421268463,565,-0.001626729965209961,1775.4209712900001
356352,0.002680989,174,1823.84,356352,2.5162053,0.027441407,-0.00014240576,20.31096,614.8246450424194,575,0.00027948617935180664,1789.94569211
358400,0.0037419784,175,1834.55,358400,2.5101535,0.033203125,4.633629e-05,19.265947,618.3818755149841,564,0.059196412563323975,1800.7035723899999
360448,0.002825829,176,1849.26,360448,2.5077224,0.023779297,-0.0010459882,20.24727,622.0117812156677,552,-0.0013914108276367188,1815.52329195
362496,0.0029084682,177,1862.74,362496,2.509835,0.027929688,-0.00040709585,20.303152,625.7213094234467,562,-0.002172231674194336,1829.0569767900001
364544,0.0030914324,178,1874.44,364544,2.5089374,0.027539063,-0.0006088548,20.04958,629.3626277446747,562,0.010934591293334961,1840.8893211499997
366592,0.0060152137,179,1885.17,366592,2.5109935,0.07216797,-0.0021008241,20.25658,633.0047407150269,563,-0.0018967390060424805,1851.8575128500001
368640,0.0033313842,180,1893.39,368640,2.5251765,0.038720705,-0.0010261461,20.197123,636.6409788131714,564,-0.005783796310424805,1860.37834191
370688,0.0050005214,181,1907.49,370688,2.535854,0.06323242,-0.003804593,20.135422,640.2684035301208,562,-0.002268075942993164,1874.5765033399998
372736,0.005056914,182,1921.74,372736,2.5476577,0.06435547,-0.000430087,20.054356,643.9092559814453,570,0.00037795305252075195,1888.95959595
374784,0.0046325317,183,1931.7,374784,2.5529594,0.053857423,-0.0016873697,19.285358,647.5000936985016,563,0.04514658451080322,1899.02756677
376832,0.0062442427,184,1939.67,376832,2.5541444,0.081884764,-0.0016879911,19.801888,651.1335475444794,556,0.01579582691192627,1907.3661624399997
378880,0.0021971404,185,1945.9,378880,2.562727,0.019970704,0.00027963426,20.142294,654.8135032653809,555,-8.416175842285156e-05,1913.92303637
380928,0.006222979,186,1945.9,380928,2.573999,0.08149414,-0.002707306,20.205559,658.5028805732727,575,-0.003298521041870117,1914.1354151999997
382976,0.0034625717,187,1952.28,382976,2.5810218,0.038671874,-0.0003427642,20.114147,662.0652785301208,566,-0.0008252859115600586,1920.9397572999997
385024,0.0035781176,188,1961.92,385024,2.5906959,0.038671874,-0.00063121173,20.131426,665.6802191734314,569,-0.0032591819763183594,1930.7957249099998
387072,0.004581677,189,1967.48,387072,2.5917444,0.058300782,-0.0027385696,20.023577,669.2756719589233,535,-0.0020940303802490234,1936.94310746
389120,0.0034436514,190,1968.27,389120,2.5860438,0.03261719,-0.0010347024,19.970518,673.1043412685394,554,-0.0006449222564697266,1938.4763449299999
391168,0.0034672953,191,1968.27,391168,2.582808,0.034521483,-0.0009739109,20.068148,676.801748752594,585,-0.005722403526306152,1939.0579491300002
393216,0.002633009,192,1972.2,393216,2.5798953,0.022314453,-0.0007707944,20.001911,680.3001308441162,564,-2.5510787963867188e-05,1943.36987472
395264,0.0025237987,193,1972.2,395264,2.5812082,0.023974609,0.00012249459,19.40044,683.9282376766205,554,0.035967111587524414,1943.7793572200003
397312,0.007383651,194,1972.2,397312,2.5927072,0.09682617,-0.0050348984,20.09222,687.6195709705353,569,-0.001236557960510254,1944.3964887500001
399360,0.0058338484,195,1972.2,399360,2.606906,0.072509766,-0.0026905115,19.96569,691.2146551609039,582,0.009396731853485107,1944.7215049600002
401408,0.0029845068,196,1972.2,401408,2.6058831,0.029882813,0.0007359781,18.888935,694.733793258667,566,0.07489556074142456,1945.0561077699997
403456,0.0019286992,197,1972.2,403456,2.6110075,0.014453125,-6.5035725e-05,19.141577,698.3505682945251,562,0.07159924507141113,1945.3204834400003
405504,0.0072162366,198,1972.2,405504,2.6103427,0.09819336,-0.0010680958,18.399345,701.9954965114594,575,0.12039715051651001,1945.5495877099997
407552,0.0038998947,199,1972.2,407552,2.6108155,0.04018555,-0.00090015755,19.669155,705.5566945075989,559,0.038299620151519775,1945.92997881
409600,0.0023805997,200,1972.2,409600,2.6318517,0.025244141,-0.00044314488,20.316244,709.2151827812195,550,0.010408222675323486,1946.42718464
411648,0.0048270277,201,1978.79,411648,2.6521993,0.05317383,-0.0026674413,19.801964,712.9391922950745,565,0.01777029037475586,1953.4851458500002
413696,0.0047239107,202,1984.45,413696,2.6491811,0.0578125,-0.0019252623,20.48421,716.5628755092621,562,-0.006801247596740723,1959.6412530600003
415744,0.002002464,203,1984.45,415744,2.6589372,0.016308594,-0.0004491966,20.385036,720.2055792808533,560,-0.006258368492126465,1960.28949985
417792,0.0034230906,204,1987.54,417792,2.6701984,0.035351563,0.00045073015,20.254824,723.8578596115112,559,0.002243518829345703,1964.10846874
419840,0.0012440054,205,1990.23,419840,2.6831985,0.008105469,-8.0168385e-05,20.289383,727.5164887905121,561,-0.0009537935256958008,1967.4854418900002
421888,0.0026236312,206,1990.23,421888,2.692985,0.025732422,-0.0007202119,20.213984,731.1636145114899,567,-0.0026671886444091797,1967.9328337899997
423936,0.0037207678,207,1994.19,423936,2.6899548,0.03671875,-0.00051996246,19.987396,734.7751007080078,547,0.006387650966644287,1972.6655240399998
425984,0.004416286,208,2002.35,425984,2.6962183,0.05341797,-0.0011776242,20.0555,738.5136268138885,541,0.011214077472686768,1981.2542773100001
428032,0.0036158091,209,2009.62,428032,2.7075896,0.037158202,0.00085480453,20.367071,742.2996225357056,561,-0.005524635314941406,1989.09166431
430080,0.004023264,210,2009.62,430080,2.7107065,0.046240233,-0.00097654446,20.265047,745.9477536678314,550,-0.0044928789138793945,1989.29227928
432128,0.0025520597,211,2009.62,432128,2.7159095,0.022705078,0.00027978828,20.14552,749.671788930893,551,-0.0015039443969726562,1989.6223768300001
434176,0.0041848486,212,2015.27,434176,2.72351,0.050976563,-0.0016209878,20.036108,753.3856241703033,557,-0.003909945487976074,1995.43433645
436224,0.0033467398,213,2015.27,436224,2.727111,0.036816407,-0.00022640098,19.693073,757.0591831207275,565,0.017280638217926025,1995.77933745
438272,0.010697633,214,2028.56,438272,2.7319283,0.14746094,-0.006811557,19.31866,760.6845328807831,559,0.052907347679138184,2009.0988786199998
440320,0.0072687096,215,2038.45,440320,2.746656,0.0925293,-0.0021482222,20.133705,764.3468778133392,567,-0.0005903244018554688,2019.1519046
442368,0.0031583947,216,2049.0,442368,2.7512188,0.026953125,-0.0008664007,19.967258,767.9591069221497,555,0.00544816255569458,2029.88321456
444416,0.0022893492,217,2049.0,444416,2.764712,0.021826172,0.00010000032,20.003633,771.6448605060577,563,0.012909531593322754,2030.0939058000001
446464,0.0024196736,218,2049.0,446464,2.7830315,0.025537109,0.00024447215,20.243176,775.2776730060577,552,-0.0033491849899291992,2030.5083152
448512,0.005020038,219,2049.0,448512,2.7930284,0.057373047,-0.0009455232,20.101185,778.9826245307922,548,0.004135072231292725,2030.82133644
450560,0.002957786,220,2049.0,450560,2.8026655,0.029443359,-0.0015500996,20.287916,782.7192494869232,566,-0.002742767333984375,2031.0893681000002
452608,0.0028506783,221,2049.0,452608,2.7987761,0.027001953,-0.0009442655,20.221907,786.3352646827698,544,-0.0013666152954101562,2032.0041384700003
454656,0.0034211662,222,2049.0,454656,2.801866,0.039453126,-0.0012040811,20.142757,790.0960628986359,549,-0.0016661882400512695,2032.3375341100002
456704,0.005169359,223,2049.0,456704,2.8081925,0.06362305,-0.0005454218,20.121325,793.8247909545898,553,0.0004521012306213379,2032.67343467
458752,0.0057654125,224,2049.0,458752,2.809891,0.073632814,-0.0039049431,20.122402,797.5236439704895,556,-0.0011322498321533203,2032.8268455500001
460800,0.0057684802,225,2049.0,460800,2.8165963,0.0758789,-0.0010444447,20.127394,801.2054991722107,551,0.0016885995864868164,2032.96143684
462848,0.002294837,226,2049.0,462848,2.8205988,0.01875,-0.00055602397,20.14951,804.9223480224609,549,-0.00373077392578125,2033.3383609999998
464896,0.0038169972,227,2049.0,464896,2.8312364,0.042578124,-0.0009777541,20.138227,808.6509876251221,546,-0.004455089569091797,2033.67104662
466944,0.0035408237,228,2049.0,466944,2.8422487,0.041064452,-0.001117685,20.014328,812.4018421173096,554,-0.002371549606323242,2034.17617138
468992,0.0044107717,229,2049.0,468992,2.855095,0.051953126,-0.0018232495,19.78002,816.0952253341675,553,0.01418989896774292,2034.6362778500002
471040,0.0028067003,230,2049.0,471040,2.8640075,0.026464844,-0.001330074,20.048899,819.7949562072754,548,0.005179762840270996,2034.8107111400002
473088,0.0015674031,231,2049.0,473088,2.8673213,0.009423828,0.00011466218,20.154438,823.5275149345398,546,-0.007907748222351074,2035.1049002700001
475136,0.0044999328,232,2049.0,475136,2.8714018,0.04799805,-0.0014919981,20.113354,827.2768263816833,554,-0.0009717941284179688,2035.29426134
477184,0.0021688486,233,2049.0,477184,2.8731833,0.015917968,0.0003768886,19.999247,830.9689135551453,548,-0.003262162208557129,2035.3884048099999
479232,0.0028725278,234,2049.0,479232,2.878759,0.031933594,-0.0030581616,19.613903,834.7030930519104,553,0.028687596321105957,2035.35331155
481280,0.003176506,235,2049.0,481280,2.8885884,0.030419922,-0.0005268245,19.964178,838.4011051654816,555,-0.0003255605697631836,2035.4920886300001
483328,0.0027387762,236,2049.0,483328,2.8854966,0.023486327,-0.0005510259,19.960926,842.088133096695,556,-0.00031113624572753906,2035.70326308
485376,0.0027180077,237,2049.0,485376,2.884785,0.025537109,6.675647e-05,19.946758,845.771778345108,539,-0.008963704109191895,2035.79356621
487424,0.0026092923,238,2049.0,487424,2.8839154,0.019921875,7.28362e-05,19.902016,849.5701987743378,547,0.001239180564880371,2035.8246895799998
489472,0.0023140654,239,2049.0,489472,2.8762465,0.021875,-0.00048080465,19.907482,853.3107717037201,553,0.0007150769233703613,2035.8610463700002
491520,0.0040492257,240,2049.0,491520,2.8676958,0.044042967,0.00032729862,19.685326,857.0148196220398,548,0.016270935535430908,2035.9628003999999
493568,0.004519687,241,2049.0,493568,2.8603244,0.054736327,-0.0021685155,19.998798,860.7491011619568,546,-0.006610393524169922,2036.0876235399999
495616,0.0021997453,242,2049.0,495616,2.8578134,0.01689453,5.989077e-05,19.943617,864.4987037181854,546,-0.0016238689422607422,2036.09412817
497664,0.0027733603,243,2049.0,497664,2.8442616,0.023925781,-0.00075448037,19.909826,868.2452230453491,546,-0.0013670921325683594,2036.13248029
499712,0.0027685629,244,2049.0,499712,2.8514714,0.027246093,-0.0032093544,19.420313,871.9901580810547,557,0.03687918186187744,2036.17758057
501760,0.0040654102,245,2049.0,501760,2.859957,0.047607422,-0.0012992384,19.68202,875.6651973724365,560,0.008647799491882324,2036.13465124
503808,0.002711992,246,2049.0,503808,2.8655057,0.024560547,-0.0010634304,19.570776,879.3211717605591,546,0.013987720012664795,2036.0865468699997
505856,0.0049429694,247,2049.0,505856,2.8765988,0.06098633,-0.001703448,19.553812,883.0725929737091,548,0.02046787738800049,2036.1196912599999
507904,0.004299349,248,2049.0,507904,2.8944879,0.048339844,-0.0025114524,19.771328,886.8107147216797,559,0.012091636657714844,2036.1788496299998
509952,0.0031142593,249,2049.0,509952,2.9189498,0.032128908,-0.0014059718,19.737104,890.4751064777374,539,0.01846534013748169,2036.1855035499998
512000,0.004291207,250,2049.0,512000,2.9374204,0.053271484,-0.0011441383,19.613903,894.2713553905487,543,0.03984779119491577,2036.2281859799998
514048,0.004489251,251,2049.0,514048,2.9401813,0.0546875,-0.0008352273,19.962654,898.0453152656555,542,0.011745154857635498,2036.24019638
516096,0.0011786909,252,2049.0,516096,2.9394543,0.007421875,0.00022323686,19.953104,901.8232138156891,548,0.00571441650390625,2036.3389643399998
518144,0.004264925,253,2049.0,518144,2.93435,0.04941406,-0.0014862698,20.20778,905.5607767105103,551,-0.03700542449951172,2036.4440770400001
520192,0.0036287904,254,2049.0,520192,2.9332974,0.04135742,0.00010503776,20.016108,909.2752199172974,542,0.0027808547019958496,2036.54831301
522240,0.004197352,255,2049.0,522240,2.9337757,0.048046876,-0.0012936925,20.034794,913.049309015274,558,0.0012642741203308105,2036.58802829
524288,0.0037445817,256,2049.0,524288,2.9381988,0.036572266,-0.0012500582,20.01838,916.7197320461273,567,0.00169450044631958,2036.6381436199997
526336,0.0031298627,257,2049.0,526336,2.9430642,0.029443359,-0.000517228,20.140564,920.3313765525818,551,-0.003533005714416504,2036.64738859
528384,0.0039649657,258,2049.0,528384,2.948891,0.050341796,-0.0010252384,20.049017,924.0473024845123,542,0.006023883819580078,2036.64589587
530432,0.005431259,259,2049.0,530432,2.9525325,0.07695313,-0.0031273577,20.215176,927.8266153335571,554,-0.004229187965393066,2036.7011031700001
532480,0.00405023,260,2049.0,532480,2.9522414,0.047167968,-0.0016793769,20.146294,931.5231912136078,555,-0.006121516227722168,2036.72259739
534528,0.0046610176,261,2049.0,534528,2.954557,0.0515625,-0.0024960747,20.13551,935.2131524085999,565,-0.002416372299194336,2036.74309349
536576,0.002025452,262,2049.0,536576,2.9578614,0.015917968,-0.0009348748,19.843243,938.8345565795898,557,0.01631110906600952,2036.7339498700003
538624,0.004121182,263,2049.0,538624,2.9577348,0.05053711,-0.0013996928,20.208664,942.5064823627472,559,-0.006083130836486816,2036.7417970700003
540672,0.006682493,264,2049.0,540672,2.9490347,0.08574219,-0.005520445,19.875233,946.1668503284454,550,0.020435452461242676,2036.9063678300001
542720,0.0042337934,265,2049.0,542720,2.9465275,0.052197266,-0.0012785958,20.293997,949.8894016742706,538,-0.029551267623901367,2036.86845898
544768,0.004351632,266,2049.0,544768,2.9498565,0.053027343,-0.0031357375,20.106266,953.6901381015778,540,0.002297520637512207,2037.0289893199997
546816,0.0023636247,267,2049.0,546816,2.9548047,0.023974609,-0.001007299,19.82044,957.4822752475739,554,0.019927263259887695,2037.11386205
548864,0.00343015,268,2049.0,548864,2.9535203,0.038330078,0.0006498884,19.199732,961.1757109165192,550,0.06067013740539551,2037.0562560199999
550912,0.0027291405,269,2049.0,550912,2.9502187,0.025244141,0.000821644,20.08164,964.8990607261658,549,0.01165914535522461,2037.04175315
552960,0.0067077605,270,2049.0,552960,2.9464269,0.08549805,-0.0019906685,20.186365,968.6301980018616,547,-0.0030885934829711914,2037.0216973600002
555008,0.0040523913,271,2049.0,555008,2.9512298,0.049902342,-0.0013726945,20.095356,972.3687908649445,544,0.0008578896522521973,2036.9925168799998
557056,0.0021957266,272,2049.0,557056,2.956308,0.01640625,0.00018358685,20.081532,976.1313111782074,538,-4.076957702636719e-05,2036.95297316
559104,0.0048787408,273,2049.0,559104,2.9664092,0.059228517,-0.0018176902,20.05244,979.9326746463776,552,-0.001360774040222168,2036.96562835
561152,0.0023954124,274,2049.0,561152,2.9743423,0.01665039,0.00015121458,19.998077,983.6408085823059,547,-0.0007913112640380859,2036.97625465
563200,0.0021883093,275,2049.0,563200,2.9722958,0.019921875,0.00044619665,19.873775,987.3806416988373,551,0.0037557482719421387,2037.07469844
565248,0.0031136826,276,2049.0,565248,2.9687924,0.030371094,-0.00011137153,19.990875,991.0947418212891,542,-0.003270745277404785,2037.06449858
567296,0.004442404,277,2049.0,567296,2.9671783,0.051220704,-0.0023637644,19.967228,994.8687238693237,549,-0.007166743278503418,2037.0737990500004
569344,0.0020998954,278,2049.0,569344,2.968,0.017773438,-0.00026470376,20.096134,998.5966844558716,538,-0.0038689374923706055,2037.0685858699999
571392,0.005554887,279,2049.0,571392,2.970714,0.074804686,-0.0045852093,20.029198,1002.4002828598022,525,0.00510859489440918,2037.10317844
573440,0.0031009382,280,2049.0,573440,2.967171,0.030615235,-0.0018150157,20.101786,1006.2969446182251,548,-0.007016181945800781,2037.08570234
575488,0.0014382667,281,2049.0,575488,2.9593678,0.010107422,-0.00017314815,20.072922,1010.0319647789001,541,-0.0022003650665283203,2037.0658937
577536,0.0016645802,282,2049.0,577536,2.960607,0.013525391,-0.0013663318,20.012741,1013.812254190445,540,-0.0025475025177001953,2037.0815177299999
579584,0.0012877404,283,2049.0,579584,2.9711556,0.0089355465,-0.00029444444,19.948051,1017.5991101264954,537,-0.002566099166870117,2037.14519882
581632,0.003614846,284,2049.0,581632,2.9763901,0.03676758,-0.00086905464,19.873629,1021.4122865200043,551,-0.002129793167114258,2037.18093556
583680,0.003530732,285,2049.0,583680,2.9715455,0.040625,-1.6975007e-05,19.832434,1025.1259081363678,535,0.008529424667358398,2037.2012697900002
585728,0.0033497848,286,2049.0,585728,2.972208,0.03569336,-0.00084840023,20.09673,1028.95267868042,535,-0.004272103309631348,2037.2087779900003
587776,0.0025322593,287,2049.0,587776,2.9739745,0.022314453,-0.0010455039,20.020575,1032.7757263183594,544,0.0033597946166992188,2037.19310713
589824,0.0021676589,288,2049.0,589824,2.973231,0.0126953125,-0.0011184739,20.105587,1036.5398075580597,545,-0.00042235851287841797,2037.1875432000004
591872,0.0025225426,289,2049.0,591872,2.983571,0.023095703,-0.00155205,20.054256,1040.2983169555664,539,-0.0034520626068115234,2037.18184704
593920,0.002865755,290,2049.0,593920,2.9952848,0.029638672,-0.0003473927,19.991606,1044.0962364673615,544,0.0015346407890319824,2037.19192019
595968,0.004433199,291,2049.0,595968,2.9951909,0.049902342,-0.0020748226,20.017796,1047.8589324951172,548,0.0020859241485595703,2037.20604298
598016,0.0063457065,292,2049.0,598016,3.0003943,0.08598633,-0.004170175,19.899162,1051.5971686840057,550,0.004160284996032715,2037.2377318699998
600064,0.0041999323,293,2049.0,600064,3.0123687,0.050732423,-0.0015498393,19.86922,1055.3212521076202,521,0.009645819664001465,2037.2862393199998
602112,0.0026352077,294,2049.0,602112,3.0270252,0.024658203,-0.00085687544,19.71526,1059.2468264102936,542,0.005992531776428223,2037.1187553899997
604160,0.0027007593,295,2049.0,604160,3.0375297,0.026464844,-0.00037161674,19.340649,1063.0260469913483,541,0.043086111545562744,2037.0342650199998
606208,0.00081428944,296,2049.0,606208,3.0389972,0.00078125,0.00043462557,19.12704,1066.806251525879,544,0.035723090171813965,2036.92342507
608256,0.004712479,297,2049.0,608256,3.042265,0.055273436,-0.0010122375,19.150612,1070.57182097435,538,0.05891793966293335,2036.86934086
610304,0.0033966545,298,2049.0,610304,3.0452943,0.038232423,-0.001129374,19.036129,1074.373300075531,553,0.05772221088409424,2036.7937715
612352,0.002901751,299,2049.0,612352,3.048325,0.029589843,-0.0013341994,17.87546,1078.0751345157623,549,0.15691405534744263,2036.58471783
614400,0.00085727253,300,2049.0,614400,3.0549574,0.0025390624,-0.00015730833,19.056866,1081.8014438152313,549,0.045329511165618896,2036.34980133
616448,0.001857145,301,2049.0,616448,3.0554445,0.016064454,-0.00071955007,18.873632,1085.5311391353607,545,0.059248268604278564,2036.21329344
618496,0.0010441676,302,2049.0,618496,3.049781,0.0029296875,-0.00025926504,19.806517,1089.2894124984741,549,-0.0002824068069458008,2036.0630613900003
620544,0.0029454227,303,2049.0,620544,3.0575159,0.025341798,-0.0011958055,19.6541,1093.0149302482605,547,0.02512061595916748,2035.9182128600003
622592,0.0018798923,304,2049.0,622592,3.0621474,0.013183594,0.00014514875,19.757076,1096.756677865982,545,0.02807796001434326,2035.8127967900002
624640,0.0017732205,305,2049.0,624640,3.0664709,0.01586914,0.0005197299,19.740133,1100.5123076438904,537,0.03254997730255127,2035.7179212700003
626688,0.005906394,306,2049.0,626688,3.0634887,0.070214845,-0.0023852775,20.016079,1104.3266217708588,543,-0.0009624958038330078,2035.66018991
628736,0.0046918117,307,2049.0,628736,3.0602257,0.05605469,-0.0011033332,20.33007,1108.0927109718323,544,-0.008478045463562012,2035.6534478800002
630784,0.003305195,308,2049.0,630784,3.0637755,0.03339844,-0.00031304517,20.324509,1111.8533537387848,545,-0.0023685693740844727,2035.5659512500001
632832,0.0064743394,309,2049.0,632832,3.071791,0.0824707,-0.0029822309,20.015965,1115.6051242351532,548,0.014591395854949951,2035.4567461
634880,0.003522636,310,2049.0,634880,3.0810192,0.034228515,-0.0006427087,20.153572,1119.3393123149872,551,0.006340384483337402,2035.38674287
636928,0.003928063,311,2049.0,636928,3.0967295,0.04584961,-0.001738583,19.866875,1123.0538494586945,553,0.027446985244750977,2035.37225121
638976,0.0042678174,312,2049.0,638976,3.123157,0.049462892,-0.0020949773,20.326725,1126.7539684772491,546,-0.0014073848724365234,2035.48485681
641024,0.0040349895,313,2049.0,641024,3.1305134,0.044921875,-0.0010440935,20.333282,1130.4996135234833,546,-0.0005201101303100586,2035.53267067
643072,0.008394868,314,2049.0,643072,3.1286356,0.10888672,-0.0030938885,19.528847,1134.249150276184,551,0.049376726150512695,2035.5019934700003
645120,0.0024865544,315,2049.0,645120,3.1312778,0.020117188,-0.00041766334,20.240957,1137.9654881954193,547,0.0036922097206115723,2035.4642770100004
647168,0.0015213154,316,2049.0,647168,3.1404157,0.0128417965,0.00067866454,20.04195,1141.7098309993744,554,0.01644796133041382,2035.4392712799997
649216,0.0010159669,317,2049.0,649216,3.1405177,0.0024414062,0.00036800886,20.328136,1145.4032535552979,557,0.001571059226989746,2035.4424755200002
651264,0.0053329896,318,2049.0,651264,3.1378677,0.07197265,-0.0015280445,20.266048,1149.0766153335571,543,-0.002618551254272461,2035.3848268999998
653312,0.0018129239,319,2049.0,653312,3.1430328,0.014404297,-0.00015506017,20.105833,1152.843653678894,540,0.01113206148147583,2035.37141572
655360,0.002658423,320,2049.0,655360,3.1541908,0.026806641,-0.00074423774,20.26134,1156.630577802658,553,0.004920542240142822,2035.39217267
657408,0.004035951,321,2049.0,657408,3.168155,0.046533205,-0.0010115405,20.37557,1160.3306548595428,547,-0.0031723976135253906,2035.3806711
659456,0.003939635,322,2049.0,659456,3.1658196,0.038671874,-0.0015449678,20.337091,1164.0692710876465,543,-0.0026895999908447266,2035.3149421100004
661504,0.0040255953,323,2049.0,661504,3.1597934,0.04638672,-0.0020757862,20.314732,1167.8389806747437,561,-0.004408597946166992,2035.2268289000003
663552,0.003702933,324,2049.0,663552,3.1526892,0.038867187,-0.002222518,20.177942,1171.486570596695,559,-4.9233436584472656e-05,2035.1830527700001
665600,0.0028493758,325,2049.0,665600,3.154183,0.027490234,-0.00070409063,20.107372,1175.1504743099213,559,0.0009620785713195801,2035.1975998799999
667648,0.002196207,326,2049.0,667648,3.160824,0.016748047,-0.00087564683,19.455774,1178.812471628189,551,0.0404740571975708,2035.1823600699997
