serial_timesteps,explained_variance,policy_loss,policy_entropy,ep_reward_mean,n_updates,ep_len_mean,clipfrac,time_elapsed,fps,value_loss,total_timesteps,approxkl
518144,0.92969960719347,-0.008327667,1.4588643,109.27800249999999,253,221.78,0.06552734,842.8349118232727,572,11.398253,518144,0.0056309327
520192,0.9387975186109543,-0.0012919868,1.4649132,99.54351605000004,254,207.34,0.055419922,846.4113869667053,632,9.450285,520192,0.004533817
522240,0.947472769767046,-0.0033973507,1.4664686,97.19860972000002,255,202.75,0.037841797,849.649906873703,634,5.1407094,522240,0.0036013208
524288,0.9119009673595428,-0.003451915,1.4607476,101.15154582000001,256,209.73,0.0902832,852.879316329956,639,6.471799,524288,0.007620249
526336,0.8370527774095535,-0.00031104253,1.4553035,108.83313854,257,220.63,0.043798827,856.0824961662292,639,10.9338665,526336,0.004945065
528384,0.8594993948936462,-0.0012808535,1.4636486,116.45554582999999,258,232.31,0.054101564,859.2858848571777,637,19.076021,528384,0.004514102
530432,0.72246915102005,-0.006149902,1.4807822,121.53755484,259,239.71,0.083789065,862.4973766803741,641,13.4129505,530432,0.0075161206
532480,0.8645479679107666,-0.00012828596,1.4713755,134.12429643,260,259.36,0.05234375,865.6924364566803,651,8.2681875,532480,0.005546133
534528,0.9047423228621483,-0.003238144,1.4633642,144.82619857,261,276.83,0.049609374,868.8358857631683,638,5.3495417,534528,0.004343535
536576,0.6489364802837372,0.0031576469,1.4481491,157.49849459,262,296.72,0.087451175,872.0450472831726,652,13.37767,536576,0.007816931
538624,0.8182590454816818,0.0010010591,1.4349445,165.81010639,263,308.94,0.08125,875.1849184036255,650,15.294771,538624,0.00757322
540672,0.8236854821443558,-0.002285744,1.4332893,175.26293989,264,321.95,0.07446289,878.336446762085,654,12.879686,540672,0.0062124636
542720,0.8945958912372589,-0.003986799,1.4355788,180.91312383000002,265,331.58,0.061669923,881.4671266078949,654,5.3833494,542720,0.0053858254
544768,0.8529750555753708,-0.0011057991,1.4335994,193.76748677,266,351.32,0.05214844,884.5987062454224,664,7.2931113,544768,0.004893663
546816,0.9232635647058487,-0.0018473964,1.4316206,206.23158227000005,267,370.41,0.049365234,887.682986497879,643,4.7565145,546816,0.0043347543
548864,0.7810119539499283,-0.002822425,1.4290208,219.31759029,268,390.32,0.07373047,890.8667469024658,637,9.351706,548864,0.006508252
550912,0.7011667191982269,0.0021736962,1.4229804,232.41062847,269,410.18,0.06679688,894.0811622142792,639,10.32158,550912,0.0056647663
552960,0.8236335664987564,-0.0044005318,1.4210418,245.21060188000004,270,429.99,0.070458986,897.284937620163,650,7.155465,552960,0.0056761582
555008,0.7293776869773865,-0.0010301083,1.423036,258.05185188,271,449.83,0.06728516,900.4349110126495,655,11.113,555008,0.00668476
557056,0.7905436605215073,-0.0013784592,1.4255468,271.24156111,272,469.67,0.06352539,903.5592315196991,653,8.51058,557056,0.005267107
559104,0.812445804476738,-0.0011659011,1.4289763,283.86857749,273,489.56,0.06777344,906.6918866634369,647,7.7824044,559104,0.005465078
561152,0.8051728159189224,-0.0026563774,1.4402179,296.10947680000004,274,509.47,0.091113284,909.8564977645874,652,7.719966,561152,0.009619742
563200,0.760553628206253,-0.0005603572,1.4441057,309.32918328000005,275,529.35,0.05654297,912.9947595596313,637,10.400342,563200,0.0048927977
565248,0.7644040733575821,-1.7370441e-05,1.4412363,322.39932543000003,276,549.23,0.055908203,916.2099437713623,645,10.904523,565248,0.0046050865
567296,0.7351827919483185,-0.00563665,1.4369439,335.23978094000006,277,569.07,0.06503906,919.3826358318329,637,10.691881,567296,0.005569443
569344,0.7933365106582642,-0.0013919232,1.4435085,348.43079119000004,278,588.93,0.064697266,922.5962357521057,642,10.522738,569344,0.0056188907
571392,0.8037802428007126,-0.0071311705,1.4488251,361.68254051,279,608.77,0.09995117,925.7824938297272,649,9.791536,571392,0.008163417
573440,0.8203851133584976,-0.0027284722,1.438928,374.48707375000004,280,628.68,0.07192383,928.9345257282257,648,9.091494,573440,0.0055774925
575488,0.8155614137649536,-0.0013177254,1.4432312,387.77259844,281,648.49,0.07563476,932.0947058200836,649,10.323756,575488,0.0074423505
577536,0.7357250154018402,1.8142153e-05,1.4476057,401.01755734,282,668.36,0.04091797,935.2509112358093,650,10.784169,577536,0.0037926633
579584,0.7219811081886292,0.00060796743,1.4499035,414.10790983,283,688.23,0.0418457,938.4001662731171,641,11.487133,579584,0.003873863
581632,0.83338862657547,-0.0011551774,1.4560249,427.1615477099999,284,708.1,0.051074218,941.5942413806915,575,7.836976,581632,0.0042461148
583680,0.8151383996009827,-0.001868311,1.464426,440.36328513999996,285,727.93,0.052783202,945.1513111591339,618,10.028749,583680,0.004516895
585728,0.8183818161487579,-0.00081706094,1.4687221,453.15078057999995,286,747.76,0.08222656,948.4662988185883,642,8.403482,585728,0.006937484
587776,0.7572955191135406,-0.0046401313,1.4744992,465.9663763499999,287,767.66,0.09541015,951.6535792350769,644,11.837071,587776,0.008043068
589824,0.805538609623909,-0.00058213074,1.4765071,478.5966104099999,288,787.49,0.05683594,954.8301918506622,631,8.972471,589824,0.005316123
591872,0.8084907084703445,-4.8401183e-05,1.4688749,491.8384241099999,289,807.39,0.058154296,958.076183795929,656,10.829345,591872,0.005226516
593920,0.8292136639356613,-0.004378629,1.4715132,505.01866108999997,290,827.27,0.079882815,961.1957519054413,656,10.796761,593920,0.006274669
595968,0.8296121656894684,-0.0026367772,1.4782767,517.4442076600001,291,847.09,0.05756836,964.3139686584473,636,11.02066,595968,0.0054902877
598016,0.8350938707590103,-0.0014879856,1.4702528,530.3186884300001,292,867.0,0.07094727,967.5312757492065,647,8.690813,598016,0.005866227
600064,0.8422966748476028,-0.0061391816,1.4532869,544.58478735,293,888.79,0.06611328,970.6940903663635,617,14.356276,600064,0.0072937184
602112,0.8470052927732468,-0.001856472,1.4486693,557.5281810900001,294,908.7,0.07460938,974.013614654541,632,9.054804,602112,0.006446513
604160,0.8251085430383682,-0.0016139973,1.4498427,570.4012812000001,295,928.59,0.10229492,977.2516882419586,641,9.1106415,604160,0.008348455
606208,0.830113023519516,-0.0053267856,1.4599235,583.45234409,296,948.42,0.11948242,980.4474809169769,641,9.534791,606208,0.009647632
608256,0.8365622311830521,-0.0012032575,1.4688526,596.90335998,297,970.36,0.058398437,983.6412100791931,656,14.369583,608256,0.0059118005
610304,0.8417032063007355,-0.0023195106,1.4629825,610.06580622,298,990.25,0.046826173,986.7630577087402,645,9.035329,610304,0.0040557007
612352,0.7957945019006729,-0.00019329514,1.4550377,623.01537603,299,1010.16,0.07094727,989.9365966320038,640,11.937572,612352,0.0068183253
614400,0.8104227930307388,-0.0021138364,1.4570355,635.8155615300001,300,1030.07,0.05620117,993.1357715129852,643,8.976538,614400,0.004910716
616448,0.8449604958295822,-0.007117295,1.4695235,649.1034601099999,301,1049.9,0.09765625,996.320531129837,641,10.247831,616448,0.008779148
618496,0.8363679200410843,-0.0014578977,1.4721386,661.88239778,302,1069.68,0.1043457,999.5155816078186,645,10.707607,618496,0.008561188
620544,0.8477162420749664,-0.0010885799,1.4757626,674.8307696500001,303,1089.51,0.08828125,1002.6871159076691,629,9.855083,620544,0.0075443285
622592,0.7663332372903824,-0.00081307645,1.4888763,684.3176784500001,304,1103.55,0.11015625,1005.9408805370331,617,10.876933,622592,0.009221612
624640,0.7619601637125015,-0.006853691,1.5056636,697.03588371,305,1123.46,0.07109375,1009.2591254711151,654,12.295614,624640,0.006120348
626688,0.8326411545276642,-0.005236603,1.5150583,709.6815072899999,306,1143.32,0.09794922,1012.3887672424316,638,8.980841,626688,0.008246705
628736,0.7195804119110107,-0.003483324,1.5147703,722.8196147499999,307,1163.2,0.052099608,1015.5960249900818,632,12.206179,628736,0.004482675
630784,0.7731709331274033,-0.0021810872,1.5232385,736.02777516,308,1183.04,0.06865235,1018.8333239555359,631,11.82955,630784,0.0057453415
632832,0.8052614033222198,0.0026627218,1.5410109,745.85461543,309,1196.04,0.06772461,1022.076146364212,650,12.211103,632832,0.0062625734
634880,0.8497951030731201,-0.0025367555,1.53392,758.7924311500001,310,1215.92,0.08842774,1025.2262783050537,640,9.059774,634880,0.0070279436
636928,0.8015990257263184,-0.0022913513,1.5292981,772.2155122800001,311,1235.8,0.07006836,1028.4275534152985,632,10.788675,636928,0.005974154
638976,0.8095136880874634,-0.0019806507,1.5241525,785.01648732,312,1255.66,0.078466795,1031.6661584377289,630,10.2040615,638976,0.0061264117
641024,0.860005646944046,-0.0018663073,1.5217942,798.10693916,313,1275.56,0.079394534,1034.917989730835,643,8.151006,641024,0.0075007724
643072,0.7430740296840668,-0.00026139402,1.5321404,807.05299438,314,1288.22,0.06015625,1038.0995042324066,656,12.492924,643072,0.0056015183
645120,0.734812319278717,-0.0012617676,1.5341874,820.22616269,315,1308.02,0.07280274,1041.2192392349243,649,12.405155,645120,0.0060653253
647168,0.7664737105369568,-0.00018499252,1.527786,833.46623617,316,1327.92,0.077539064,1044.374727010727,616,11.95966,647168,0.007327778
649216,0.7839009463787079,-0.0052722497,1.5341004,846.6834304699998,317,1347.75,0.06601562,1047.6951127052307,647,15.4009495,649216,0.0057975324
651264,0.8227352648973465,-0.0021650426,1.5488689,860.2317261999998,318,1367.63,0.09101562,1050.8584110736847,637,9.034979,651264,0.007373534
653312,0.7360347807407379,-0.00043554342,1.5596948,873.6067344799998,319,1387.4,0.06713867,1054.0698511600494,638,12.391688,653312,0.0056411205
655360,0.7520629167556763,-0.0042603025,1.5654376,882.9526222999998,320,1400.34,0.06479492,1057.2773504257202,632,11.699274,655360,0.005377427
657408,0.7772532999515533,-0.0057706027,1.5820373,893.67187035,321,1414.23,0.073632814,1060.517602443695,649,11.672152,657408,0.006431423
659456,0.8207456469535828,-0.0017931486,1.6125835,908.0584896600001,322,1437.49,0.051416017,1063.6728610992432,650,20.416286,659456,0.0043092696
661504,0.782476469874382,-0.001127817,1.6328942,921.2932510500001,323,1457.36,0.05996094,1066.8218548297882,643,11.848999,661504,0.005115249
663552,0.8323003798723221,-0.0060313363,1.6357563,931.2411370400001,324,1471.21,0.06269531,1070.007178068161,610,8.649516,663552,0.0051797116
665600,0.7720405012369156,-0.004027204,1.641702,941.85376869,325,1486.69,0.055029295,1073.3628282546997,608,17.174932,665600,0.0051996675
667648,0.8907119631767273,-0.0036423772,1.6575673,952.8302800199998,326,1502.94,0.07973633,1076.7311685085297,640,6.523851,667648,0.006821075
669696,0.8223256468772888,-0.003182231,1.6653488,958.0754684999999,327,1511.34,0.06171875,1079.9296126365662,617,8.534567,669696,0.0050438116
671744,0.8500961810350418,-0.0030085982,1.6607456,968.50455257,328,1527.27,0.045996092,1083.24595785141,613,13.681439,671744,0.004112883
673792,0.7209845185279846,0.00044593136,1.6583614,981.3169044499998,329,1547.12,0.02631836,1086.5864560604095,588,11.316406,673792,0.0028209256
675840,0.7778774946928024,-0.0013883001,1.6530594,994.82432327,330,1567.0,0.07036133,1090.0655462741852,601,11.0030575,675840,0.0062234155
677888,0.7848886698484421,-0.0019218816,1.6449134,1004.5576211799998,331,1580.19,0.089941405,1093.4736335277557,639,10.764208,677888,0.007424558
679936,0.80345618724823,-0.0031062257,1.6451664,1015.1920879400001,332,1595.64,0.07324219,1096.677814245224,607,15.191261,679936,0.0062565617
681984,0.8053177744150162,-0.0017948032,1.6440876,1029.57389834,333,1617.36,0.03984375,1100.0475254058838,587,16.148315,681984,0.0037439684
684032,0.7769387066364288,-0.0039370847,1.6494354,1042.71271544,334,1637.25,0.08618164,1103.537404537201,598,9.624573,684032,0.007564933
686080,0.754735991358757,-0.0040590903,1.662714,1052.3605785299999,335,1651.12,0.055322267,1106.9630365371704,591,10.907961,686080,0.0044996208
688128,0.8009282499551773,-0.0009841925,1.6677911,1065.2664974900001,336,1670.9,0.057373047,1110.4291887283325,592,9.320862,688128,0.005223046
690176,0.7972783148288727,-0.0051593008,1.6708505,1068.5387247199997,337,1675.84,0.10727539,1113.8851985931396,628,7.7702546,690176,0.009343483
692224,0.7763072848320007,-0.001122738,1.6769584,1076.7062904999998,338,1687.42,0.051513672,1117.1450300216675,633,9.755365,692224,0.004186905
694272,0.776353195309639,-0.0075205243,1.6773268,1074.51344563,339,1682.93,0.06572266,1120.3780069351196,622,13.756528,694272,0.005687254
696320,0.799913763999939,-0.00013294138,1.6760948,1074.99202603,340,1682.93,0.0515625,1123.6683523654938,632,9.319287,696320,0.0046508713
698368,0.7012409269809723,-0.0045691496,1.6848131,1088.1721936000001,341,1702.79,0.099804685,1126.905529975891,624,11.230613,698368,0.0110510755
700416,0.66524538397789,-0.00524965,1.6866062,1101.75855842,342,1722.66,0.0725586,1130.1841781139374,600,13.427585,700416,0.0060364204
702464,0.7133434414863586,-0.0020373785,1.682712,1122.16708446,343,1754.89,0.05722656,1133.5957629680634,592,17.86483,702464,0.004758715
704512,0.8508682101964951,-0.0050950763,1.6856928,1120.69205101,344,1752.32,0.049707033,1137.0555016994476,595,7.0525866,704512,0.005492096
706560,0.6885245144367218,-0.0033675332,1.6893784,1108.77308536,345,1732.97,0.06289063,1140.4967153072357,596,18.565393,706560,0.0052622585
708608,0.7492997646331787,-0.0009241648,1.6939323,1101.74286616,346,1720.98,0.06660156,1143.9300298690796,630,15.051798,708608,0.005436146
710656,0.5992432236671448,-0.008241469,1.7050842,1102.09387129,347,1720.98,0.068408206,1147.181221485138,604,12.4373865,710656,0.0057537802
712704,0.6619569659233093,-0.002224638,1.715407,1115.27769936,348,1740.83,0.06748047,1150.5722172260284,616,11.009394,712704,0.0057211732
714752,0.6649143099784851,-0.0066673965,1.7311901,1113.78251624,349,1739.27,0.08339844,1153.8968694210052,628,19.042273,714752,0.010010473
716800,0.6508777439594269,-0.0012575468,1.7420648,1127.51800597,350,1759.15,0.059277344,1157.1583688259125,623,12.776825,716800,0.005024369
718848,0.7149422466754913,-0.0025043283,1.7318885,1135.18427381,351,1769.34,0.0647461,1160.4437205791473,599,9.977182,718848,0.005389741
720896,0.6826408505439758,-0.0054397173,1.726548,1135.39732823,352,1769.34,0.078271486,1163.863211631775,613,11.213752,720896,0.006496792
722944,0.6572972536087036,-0.0027717194,1.7280451,1136.1734614400002,353,1770.1,0.08242188,1167.2011075019836,607,11.2739315,722944,0.007758118
724992,0.6472734808921814,-0.0010335512,1.7335031,1136.3510464100002,354,1770.1,0.07739258,1170.573480606079,613,11.653841,724992,0.0063419244
727040,0.7545866221189499,-0.001930746,1.7551647,1137.28010711,355,1770.1,0.08461914,1173.9141170978546,621,9.830862,727040,0.007268918
729088,0.6772966086864471,-0.0026029642,1.7772024,1138.1962979800003,356,1770.1,0.035302736,1177.2080388069153,618,11.654807,729088,0.003195574
731136,0.7224093079566956,-0.0023951973,1.7872356,1138.4420768900002,357,1770.1,0.0609375,1180.5182015895844,622,9.097539,731136,0.0049543087
733184,0.6498223543167114,-0.0012538653,1.7898161,1138.23532401,358,1770.1,0.053759765,1183.8066248893738,615,10.894126,733184,0.0045943325
735232,0.6055744886398315,-0.00198847,1.7897465,1121.1619797100002,359,1743.22,0.06225586,1187.1324172019958,605,19.649807,735232,0.005614728
737280,0.7573854774236679,0.00048513996,1.7954324,1120.73936896,360,1743.22,0.082617186,1190.51833152771,595,9.128303,737280,0.00695617
739328,0.6602332592010498,-0.0032856595,1.8139725,1120.7962599199998,361,1743.22,0.065625,1193.956207036972,603,10.787508,739328,0.006133424
741376,0.7215765416622162,-0.00807305,1.83325,1121.3232742899997,362,1743.22,0.119628906,1197.3512635231018,618,9.607134,741376,0.0120824715
743424,0.7186762988567352,-0.0026510418,1.8446373,1121.3083150599998,363,1743.22,0.07397461,1200.6651968955994,616,11.539587,743424,0.0061311387
745472,0.652710884809494,-0.0028240946,1.8503431,1121.5188607999999,364,1743.22,0.070654295,1203.9856188297272,628,11.933202,745472,0.005859636
747520,0.7579011023044586,-0.0026084553,1.8469431,1122.31105305,365,1743.22,0.055029295,1207.2425549030304,599,10.834442,747520,0.004544446
749568,0.6638101935386658,-0.002553768,1.8408782,1122.4132172,366,1743.22,0.06870117,1210.6620862483978,619,10.464479,749568,0.0056467233
751616,0.682512640953064,-0.004975869,1.8347332,1122.61885142,367,1743.22,0.061767578,1213.9671165943146,617,12.252425,751616,0.005315757
753664,0.646874725818634,-0.0015147289,1.8338659,1122.69396592,368,1743.22,0.05317383,1217.2832934856415,599,12.221368,753664,0.0046652397
755712,0.5822097063064575,-0.0038038134,1.8520129,1123.00031107,369,1743.22,0.06782226,1220.700850725174,597,12.72479,755712,0.005519215
757760,0.7801203429698944,0.0010969663,1.8729107,1120.48249093,370,1740.04,0.051220704,1224.1303126811981,595,9.409651,757760,0.0046924422
759808,0.69151371717453,-0.0023095286,1.8728765,1121.3098120000002,371,1740.04,0.04814453,1227.5702176094055,608,10.9528675,759808,0.0044283513
761856,0.7655215859413147,-0.0021360044,1.8672726,1121.5171025700001,372,1740.04,0.052783202,1230.936849117279,597,9.0742655,761856,0.004818503
763904,0.7438992261886597,-0.0019445724,1.8572737,1122.27245556,373,1740.04,0.06875,1234.367576122284,602,10.433719,763904,0.006134597
765952,0.7371408343315125,-0.0029568607,1.8536009,1122.5631211700002,374,1740.04,0.062451173,1237.7654383182526,597,10.766362,765952,0.0050233593
768000,0.781661793589592,-0.0037811794,1.8560919,1110.6867086500001,375,1720.14,0.068408206,1241.1963028907776,640,12.903357,768000,0.006809014
770048,0.7476710677146912,-0.00075228524,1.8513114,1111.57210605,376,1720.14,0.05913086,1244.3979489803314,598,9.152089,770048,0.0054506483
772096,0.7367570996284485,-0.0029747724,1.8400824,1111.46193618,377,1720.14,0.047265626,1247.8182723522186,618,9.526755,772096,0.004134523
774144,0.6597767472267151,-0.0047600917,1.8470562,1124.3972306100002,378,1738.09,0.065136716,1251.1301362514496,614,12.439494,774144,0.005383512
776192,0.5935006737709045,-0.0034893614,1.8601297,1116.4070439800003,379,1725.77,0.10087891,1254.4631991386414,637,16.875744,776192,0.008621588
778240,0.6833738386631012,-0.0018926287,1.8736851,1116.42224779,380,1725.77,0.058886718,1257.6791429519653,623,11.082108,778240,0.004939595
